Symbol,Name
600519.SS,贵州茅台
300750.SZ,宁德时代
601318.SS,中国平安
600036.SS,招商银行
000858.SZ,五粮液
000333.SZ,美的集团
002594.SZ,比亚迪
601166.SS,兴业银行
600900.SS,长江电力
600276.SS,恒瑞医药
600030.SS,中信证券
601899.SS,紫金矿业
300059.SZ,东方财富
600887.SS,伊利股份
601012.SS,隆基绿能
601398.SS,工商银行
600309.SS,万华化学
000651.SZ,格力电器
002475.SZ,立讯精密
601328.SS,交通银行
000568.SZ,泸州老窖
002415.SZ,海康威视
000725.SZ,京东方Ａ
300760.SZ,迈瑞医疗
000063.SZ,中兴通讯
603259.SS,药明康德
601816.SS,京沪高铁
002230.SZ,科大讯飞
300274.SZ,阳光电源
600028.SS,中国石化
601668.SS,中国建筑
300124.SZ,汇川技术
002714.SZ,牧原股份
601288.SS,农业银行
000001.SZ,平安银行
002352.SZ,顺丰控股
002129.SZ,TCL中环
601888.SS,中国中免
000792.SZ,盐湖股份
601088.SS,中国神华
601138.SS,工业富联
002142.SZ,宁波银行
600031.SS,三一重工
688981.SS,中芯国际
000002.SZ,万科Ａ
300498.SZ,温氏股份
600406.SS,国电南瑞
600048.SS,保利发展
600438.SS,通威股份
600016.SS,民生银行
600809.SS,山西汾酒
600050.SS,中国联通
600690.SS,海尔智家
600837.SS,海通证券
601601.SS,中国太保
600089.SS,特变电工
688111.SS,金山办公
600436.SS,片仔癀
300015.SZ,爱尔眼科
600919.SS,江苏银行
601728.SS,中国电信
600941.SS,中国移动
601857.SS,中国石油
600000.SS,浦发银行
601988.SS,中国银行
002371.SZ,北方华创
603501.SS,韦尔股份
601766.SS,中国中车
002304.SZ,洋河股份
601390.SS,中国中铁
603288.SS,海天味业
600905.SS,三峡能源
300014.SZ,亿纬锂能
600150.SS,中国船舶
000938.SZ,紫光股份
603986.SS,兆易创新
601688.SS,华泰证券
002466.SZ,天齐锂业
601225.SS,陕西煤业
600570.SS,恒生电子
002027.SZ,分众传媒
688012.SS,中微公司
002459.SZ,晶澳科技
002460.SZ,赣锋锂业
000338.SZ,潍柴动力
601169.SS,北京银行
600104.SS,上汽集团
601985.SS,中国核电
002050.SZ,三花智控
002049.SZ,紫光国微
000625.SZ,长安汽车
601211.SS,国泰君安
601919.SS,中远海控
603019.SS,中科曙光
600111.SS,北方稀土
603799.SS,华友钴业
601628.SS,中国人寿
000100.SZ,TCL科技
601229.SS,上海银行
600009.SS,上海机场
601818.SS,光大银行
600585.SS,海螺水泥
002812.SZ,恩捷股份
600893.SS,航发动力
002179.SZ,中航光电
600660.SS,福耀玻璃
002555.SZ,三七互娱
601658.SS,邮储银行
002271.SZ,东方雨虹
601989.SS,中国重工
300122.SZ,智飞生物
600958.SS,东方证券
600999.SS,招商证券
600019.SS,宝钢股份
300896.SZ,爱美客
000977.SZ,浪潮信息
600760.SS,中航沈飞
300316.SZ,晶盛机电
688036.SS,传音控股
002709.SZ,天赐材料
688599.SS,天合光能
601360.SS,三六零
600426.SS,华鲁恒升
688008.SS,澜起科技
601186.SS,中国铁建
000776.SZ,广发证券
000661.SZ,长春高新
600745.SS,闻泰科技
601600.SS,中国铝业
300142.SZ,沃森生物
002920.SZ,德赛西威
002410.SZ,广联达
601006.SS,大秦铁路
002241.SZ,歌尔股份
600547.SS,山东黄金
600584.SS,长电科技
601939.SS,建设银行
000166.SZ,申万宏源
600588.SS,用友网络
600011.SS,华能国际
601009.SS,南京银行
601377.SS,兴业证券
000596.SZ,古井贡酒
601669.SS,中国电建
600010.SS,包钢股份
600085.SS,同仁堂
600196.SS,复星医药
002311.SZ,海大集团
300408.SZ,三环集团
300450.SZ,先导智能
001979.SZ,招商蛇口
000538.SZ,云南白药
601800.SS,中国交建
603993.SS,洛阳钼业
603659.SS,璞泰来
000963.SZ,华东医药
000768.SZ,中航西飞
600886.SS,国投电力
300033.SZ,同花顺
601689.SS,拓普集团
300782.SZ,卓胜微
002493.SZ,荣盛石化
600845.SS,宝信软件
600600.SS,青岛啤酒
002252.SZ,上海莱士
300347.SZ,泰格医药
000733.SZ,振华科技
600732.SS,爱旭股份
601100.SS,恒立液压
000157.SZ,中联重科
600176.SS,中国巨石
600795.SS,国电电力
600926.SS,杭州银行
600674.SS,川投能源
002180.SZ,纳思达
600015.SS,华夏银行
000301.SZ,东方盛虹
600115.SS,中国东航
002236.SZ,大华股份
601066.SS,中信建投
600029.SS,南方航空
000425.SZ,徐工机械
603369.SS,今世缘
601995.SS,中金公司
601336.SS,新华保险
601633.SS,长城汽车
601868.SS,中国能建
600346.SS,恒力石化
300496.SZ,中科创达
601117.SS,中国化学
601877.SS,正泰电器
002074.SZ,国轩高科
601788.SS,光大证券
603806.SS,福斯特
002202.SZ,金风科技
002841.SZ,视源股份
300454.SZ,深信服
601111.SS,中国国航
600989.SS,宝丰能源
688396.SS,华润微
601618.SS,中国中冶
002821.SZ,凯莱英
002001.SZ,新和成
688126.SS,沪硅产业
688223.SS,晶科能源
600741.SS,华域汽车
601901.SS,方正证券
600460.SS,士兰微
601838.SS,成都银行
000876.SZ,新希望
688303.SS,大全能源
600188.SS,兖矿能源
600039.SS,四川路桥
300413.SZ,芒果超媒
300661.SZ,圣邦股份
601615.SS,明阳智能
605117.SS,德业股份
000895.SZ,双汇发展
300207.SZ,欣旺达
000786.SZ,北新建材
002007.SZ,华兰生物
003816.SZ,中国广核
601607.SS,XD上海医
300999.SZ,金龙鱼
002648.SZ,卫星化学
002736.SZ,国信证券
600233.SS,圆通速递
603260.SS,合盛硅业
300769.SZ,德方纳米
603392.SS,万泰生物
002601.SZ,龙佰集团
601238.SS,广汽集团
600132.SS,重庆啤酒
300751.SZ,迈为股份
600332.SS,白云山
601021.SS,春秋航空
300433.SZ,蓝思科技
300759.SZ,康龙化成
600763.SS,通策医疗
600383.SS,金地集团
002756.SZ,永兴材料
300763.SZ,锦浪科技
000983.SZ,山西焦煤
300223.SZ,北京君正
600219.SS,南山铝业
600875.SS,东方电气
600061.SS,国投资本
000723.SZ,美锦能源
600918.SS,中泰证券
601998.SS,XD中信银
000617.SZ,中油资本
000069.SZ,华侨城Ａ
600362.SS,江西铜业
601878.SS,浙商证券
601319.SS,中国人保
601865.SS,福莱特
603290.SS,斯达半导
601872.SS,招商轮船
600754.SS,锦江酒店
601699.SS,潞安环能
000408.SZ,藏格矿业
603899.SS,晨光股份
300601.SZ,康泰生物
300628.SZ,亿联网络
600884.SS,杉杉股份
688005.SS,容百科技
688363.SS,华熙生物
600183.SS,生益科技
300919.SZ,中伟股份
600803.SS,新奥股份
603833.SS,欧派家居
000708.SZ,中信特钢
603486.SS,科沃斯
002938.SZ,鹏鼎控股
601799.SS,星宇股份
601881.SS,中国银河
002916.SZ,深南电路
601898.SS,中煤能源
603185.SS,弘元绿能
600018.SS,上港集团
002064.SZ,华峰化学
688561.SS,奇安信-U
601216.SS,君正集团
002120.SZ,韵达股份
601155.SS,新城控股
600025.SS,华能水电
002414.SZ,高德红外
000877.SZ,天山股份
688187.SS,时代电气
603195.SS,公牛集团
688065.SS,凯赛生物
300957.SZ,贝泰妮
600606.SS,绿地控股
601698.SS,中国卫通
601236.SS,红塔证券
300979.SZ,华利集团
601808.SS,中海油服
605499.SS,东鹏饮料
000800.SZ,一汽解放
001289.SZ,龙源电力
